ID,NAME,MUNICIPALITY,DISTRICT,CANTON,COUNTRY
1275,Sorens,Sorens,District de la Gruyère,FR,CH
1276,Vaulruz,Vaulruz,District de la Gruyère,FR,CH
1277,Vuadens,Vuadens,District de la Gruyère,FR,CH
1278,Estavannens,Bas-Intyamon,District de la Gruyère,FR,CH
1279,Villars-sous-Mont,Bas-Intyamon,District de la Gruyère,FR,CH
1280,Enney,Bas-Intyamon,District de la Gruyère,FR,CH
1281,Charmey (Gruyère),Val-de-Charmey,District de la Gruyère,FR,CH
1282,Cerniat FR,Val-de-Charmey,District de la Gruyère,FR,CH
1283,Autigny,Autigny,District de la Sarine,FR,CH
1284,Corjolens,Avry,District de la Sarine,FR,CH
1285,Avry-sur-Matran,Avry,District de la Sarine,FR,CH
1286,Belfaux,Belfaux,District de la Sarine,FR,CH
1287,Autafond,Belfaux,District de la Sarine,FR,CH
1288,Chénens,Chénens,District de la Sarine,FR,CH
1289,Corminboeuf,Corminboeuf,District de la Sarine,FR,CH
1290,Chésopelloz,Corminboeuf,District de la Sarine,FR,CH
1291,Cottens FR,Cottens (FR),District de la Sarine,FR,CH
1292,Ferpicloz,Ferpicloz,District de la Sarine,FR,CH
1293,Fribourg,Fribourg,District de la Sarine,FR,CH
1294,Bourguillon,Fribourg,District de la Sarine,FR,CH
1295,Givisiez,Givisiez,District de la Sarine,FR,CH
1296,Granges-Paccot,Granges-Paccot,District de la Sarine,FR,CH
1297,Grolley,Grolley,District de la Sarine,FR,CH
1298,Marly,Marly,District de la Sarine,FR,CH
1299,Matran,Matran,District de la Sarine,FR,CH
1300,Neyruz FR,Neyruz (FR),District de la Sarine,FR,CH
1301,Pierrafortscha,Pierrafortscha,District de la Sarine,FR,CH
1302,Nierlet-les-Bois,Ponthaux,District de la Sarine,FR,CH
1303,Ponthaux,Ponthaux,District de la Sarine,FR,CH
1304,Le Mouret,Le Mouret,District de la Sarine,FR,CH
1305,Essert FR,Le Mouret,District de la Sarine,FR,CH
1306,Montévraz,Le Mouret,District de la Sarine,FR,CH
1307,Oberried FR,Le Mouret,District de la Sarine,FR,CH
1308,Zénauva,Le Mouret,District de la Sarine,FR,CH
1309,Bonnefontaine,Le Mouret,District de la Sarine,FR,CH
1310,Treyvaux,Treyvaux,District de la Sarine,FR,CH
1311,Villars-sur-Glâne,Villars-sur-Glâne,District de la Sarine,FR,CH
1312,Villarsel-sur-Marly,Villarsel-sur-Marly,District de la Sarine,FR,CH
1313,Posieux,Hauterive (FR),District de la Sarine,FR,CH
1314,Ecuvillens,Hauterive (FR),District de la Sarine,FR,CH
1315,Lentigny,La Brillaz,District de la Sarine,FR,CH
1316,Onnens FR,La Brillaz,District de la Sarine,FR,CH
1317,Lovens,La Brillaz,District de la Sarine,FR,CH
1318,Lossy,La Sonnaz,District de la Sarine,FR,CH
1319,La Corbaz,La Sonnaz,District de la Sarine,FR,CH
1320,Cormagens,La Sonnaz,District de la Sarine,FR,CH
1321,Formangueires,La Sonnaz,District de la Sarine,FR,CH
1322,Villarlod,Gibloux,District de la Sarine,FR,CH
1323,Rueyres-St-Laurent,Gibloux,District de la Sarine,FR,CH
1324,Estavayer-le-Gibloux,Gibloux,District de la Sarine,FR,CH
1325,Villarsel-le-Gibloux,Gibloux,District de la Sarine,FR,CH
1326,Vuisternens-en-Ogoz,Gibloux,District de la Sarine,FR,CH
1327,Farvagny-le-Grand,Gibloux,District de la Sarine,FR,CH
1328,Farvagny-le-Petit,Gibloux,District de la Sarine,FR,CH
1329,Grenilles,Gibloux,District de la Sarine,FR,CH
1330,Posat,Gibloux,District de la Sarine,FR,CH
1331,Corpataux,Gibloux,District de la Sarine,FR,CH
1332,Magnedens,Gibloux,District de la Sarine,FR,CH
1333,Rossens FR,Gibloux,District de la Sarine,FR,CH
1334,Prez-vers-Noréaz,Prez,District de la Sarine,FR,CH
1335,Corserey,Prez,District de la Sarine,FR,CH
1336,Noréaz,Prez,District de la Sarine,FR,CH
1337,Senèdes,Bois-d'Amont,District de la Sarine,FR,CH
1338,Ependes FR,Bois-d'Amont,District de la Sarine,FR,CH
1339,Arconciel,Bois-d'Amont,District de la Sarine,FR,CH
1340,Courgevaux,Courgevaux,Bezirk See / District du Lac,FR,CH
1341,Villarepos,Courtepin,Bezirk See / District du Lac,FR,CH
1342,Pensier,Courtepin,Bezirk See / District du Lac,FR,CH
1343,Barberêche,Courtepin,Bezirk See / District du Lac,FR,CH
1344,Courtepin,Courtepin,Bezirk See / District du Lac,FR,CH
1345,Wallenried,Courtepin,Bezirk See / District du Lac,FR,CH
1346,Courtaman,Courtepin,Bezirk See / District du Lac,FR,CH
1347,Cressier FR,Cressier (FR),Bezirk See / District du Lac,FR,CH
1348,Fräschels,Fräschels,Bezirk See / District du Lac,FR,CH
1349,Galmiz,Murten,Bezirk See / District du Lac,FR,CH
1350,Gempenach,Murten,Bezirk See / District du Lac,FR,CH
1351,Greng,Greng,Bezirk See / District du Lac,FR,CH
1352,Cordast,Gurmels,Bezirk See / District du Lac,FR,CH
1353,Guschelmuth,Gurmels,Bezirk See / District du Lac,FR,CH
1354,Wallenbuch,Gurmels,Bezirk See / District du Lac,FR,CH
1355,Gurmels,Gurmels,Bezirk See / District du Lac,FR,CH
1356,Kleingurmels,Gurmels,Bezirk See / District du Lac,FR,CH
1357,Liebistorf,Gurmels,Bezirk See / District du Lac,FR,CH
1358,Kerzers,Kerzers,Bezirk See / District du Lac,FR,CH
1359,Kleinbösingen,Kleinbösingen,Bezirk See / District du Lac,FR,CH
1360,Meyriez,Meyriez,Bezirk See / District du Lac,FR,CH
1361,Misery,Misery-Courtion,Bezirk See / District du Lac,FR,CH
1362,Cormérod,Misery-Courtion,Bezirk See / District du Lac,FR,CH
1363,Courtion,Misery-Courtion,Bezirk See / District du Lac,FR,CH
1364,Cournillens,Misery-Courtion,Bezirk See / District du Lac,FR,CH
1365,Muntelier,Muntelier,Bezirk See / District du Lac,FR,CH
1366,Jeuss,Murten,Bezirk See / District du Lac,FR,CH
1367,Salvenach,Murten,Bezirk See / District du Lac,FR,CH
1368,Courlevon,Murten,Bezirk See / District du Lac,FR,CH
1369,Büchslen,Murten,Bezirk See / District du Lac,FR,CH
1370,Lurtigen,Murten,Bezirk See / District du Lac,FR,CH
1371,Murten,Murten,Bezirk See / District du Lac,FR,CH
1372,Ried b. Kerzers,Ried bei Kerzers,Bezirk See / District du Lac,FR,CH
1373,Agriswil,Ried bei Kerzers,Bezirk See / District du Lac,FR,CH
1374,Ulmiz,Ulmiz,Bezirk See / District du Lac,FR,CH
1375,Sugiez,Mont-Vully,Bezirk See / District du Lac,FR,CH
1376,Môtier (Vully),Mont-Vully,Bezirk See / District du Lac,FR,CH
1377,Mur (Vully) FR,Mont-Vully,Bezirk See / District du Lac,FR,CH
1378,Praz (Vully),Mont-Vully,Bezirk See / District du Lac,FR,CH
1379,Lugnorre,Mont-Vully,Bezirk See / District du Lac,FR,CH
1380,Brünisried,Brünisried,Bezirk Sense,FR,CH
1381,Düdingen,Düdingen,Bezirk Sense,FR,CH
1382,Giffers,Giffers,Bezirk Sense,FR,CH
1383,Bösingen,Bösingen,Bezirk Sense,FR,CH
1384,Heitenried,Heitenried,Bezirk Sense,FR,CH
1385,Plaffeien,Plaffeien,Bezirk Sense,FR,CH
1386,Oberschrot,Plaffeien,Bezirk Sense,FR,CH
1387,Schwarzsee,Plaffeien,Bezirk Sense,FR,CH
1388,Zumholz,Plaffeien,Bezirk Sense,FR,CH
1389,Plasselb,Plasselb,Bezirk Sense,FR,CH
1390,Rechthalten,Rechthalten,Bezirk Sense,FR,CH
1391,St. Silvester,St. Silvester,Bezirk Sense,FR,CH
1392,St. Ursen,St. Ursen,Bezirk Sense,FR,CH
1393,Schmitten FR,Schmitten (FR),Bezirk Sense,FR,CH
1394,Tafers,Tafers,Bezirk Sense,FR,CH
1395,St. Antoni,Tafers,Bezirk Sense,FR,CH
1396,Alterswil FR,Tafers,Bezirk Sense,FR,CH
1397,Tentlingen,Tentlingen,Bezirk Sense,FR,CH
1398,Ueberstorf,Ueberstorf,Bezirk Sense,FR,CH
1399,Flamatt,Wünnewil-Flamatt,Bezirk Sense,FR,CH
1400,Wünnewil,Wünnewil-Flamatt,Bezirk Sense,FR,CH
1401,Attalens,Attalens,District de la Veveyse,FR,CH
1402,Tatroz,Attalens,District de la Veveyse,FR,CH
1403,Bossonnens,Bossonnens,District de la Veveyse,FR,CH
1404,Châtel-St-Denis,Châtel-Saint-Denis,District de la Veveyse,FR,CH
1405,Les Paccots,Châtel-Saint-Denis,District de la Veveyse,FR,CH
1406,Granges (Veveyse),Granges (Veveyse),District de la Veveyse,FR,CH
1407,Remaufens,Remaufens,District de la Veveyse,FR,CH
1408,St-Martin FR,Saint-Martin (FR),District de la Veveyse,FR,CH
1409,Besencens,Saint-Martin (FR),District de la Veveyse,FR,CH
1410,Fiaugères,Saint-Martin (FR),District de la Veveyse,FR,CH
1411,Semsales,Semsales,District de la Veveyse,FR,CH
1412,Porsel,Le Flon,District de la Veveyse,FR,CH
1413,Pont (Veveyse),Le Flon,District de la Veveyse,FR,CH
1414,Bouloz,Le Flon,District de la Veveyse,FR,CH
1415,Le Crêt-près-Semsales,La Verrerie,District de la Veveyse,FR,CH
1416,La Verrerie,La Verrerie,District de la Veveyse,FR,CH
1417,Grattavache,La Verrerie,District de la Veveyse,FR,CH
1418,Progens,La Verrerie,District de la Veveyse,FR,CH
1419,Egerkingen,Egerkingen,Bezirk Gäu,SO,CH
1420,Härkingen,Härkingen,Bezirk Gäu,SO,CH
1421,Kestenholz,Kestenholz,Bezirk Gäu,SO,CH
1422,Neuendorf,Neuendorf,Bezirk Gäu,SO,CH
1423,Niederbuchsiten,Niederbuchsiten,Bezirk Gäu,SO,CH
1424,Oberbuchsiten,Oberbuchsiten,Bezirk Gäu,SO,CH
1425,Oensingen,Oensingen,Bezirk Gäu,SO,CH
1426,Wolfwil,Wolfwil,Bezirk Gäu,SO,CH
1427,Aedermannsdorf,Aedermannsdorf,Bezirk Thal,SO,CH
1428,Balsthal,Balsthal,Bezirk Thal,SO,CH
1429,Herbetswil,Herbetswil,Bezirk Thal,SO,CH
1430,Holderbank SO,Holderbank (SO),Bezirk Thal,SO,CH
1431,Laupersdorf,Laupersdorf,Bezirk Thal,SO,CH
1432,Matzendorf,Matzendorf,Bezirk Thal,SO,CH
1433,Mümliswil,Mümliswil-Ramiswil,Bezirk Thal,SO,CH
1434,Ramiswil,Mümliswil-Ramiswil,Bezirk Thal,SO,CH
1435,Welschenrohr,Welschenrohr-Gänsbrunnen,Bezirk Thal,SO,CH
1436,Gänsbrunnen,Welschenrohr-Gänsbrunnen,Bezirk Thal,SO,CH
1437,Biezwil,Biezwil,Bezirk Bucheggberg,SO,CH
1438,Lüterkofen,Lüterkofen-Ichertswil,Bezirk Bucheggberg,SO,CH
1439,Ichertswil,Lüterkofen-Ichertswil,Bezirk Bucheggberg,SO,CH
1440,Lüterswil,Lüterswil-Gächliwil,Bezirk Bucheggberg,SO,CH
1441,Gächliwil,Lüterswil-Gächliwil,Bezirk Bucheggberg,SO,CH
1442,Messen,Messen,Bezirk Bucheggberg,SO,CH
1443,Balm b. Messen,Messen,Bezirk Bucheggberg,SO,CH
1444,Brunnenthal,Messen,Bezirk Bucheggberg,SO,CH
1445,Oberramsern,Messen,Bezirk Bucheggberg,SO,CH
1446,Schnottwil,Schnottwil,Bezirk Bucheggberg,SO,CH
1447,Unterramsern,Unterramsern,Bezirk Bucheggberg,SO,CH
1448,Nennigkofen,Lüsslingen-Nennigkofen,Bezirk Bucheggberg,SO,CH
1449,Lüsslingen,Lüsslingen-Nennigkofen,Bezirk Bucheggberg,SO,CH
1450,Tscheppach,Buchegg,Bezirk Bucheggberg,SO,CH
1451,Hessigkofen,Buchegg,Bezirk Bucheggberg,SO,CH
1452,Bibern SO,Buchegg,Bezirk Bucheggberg,SO,CH
1453,Gossliwil,Buchegg,Bezirk Bucheggberg,SO,CH
1454,Küttigkofen,Buchegg,Bezirk Bucheggberg,SO,CH
1455,Brügglen,Buchegg,Bezirk Bucheggberg,SO,CH
1456,Mühledorf SO,Buchegg,Bezirk Bucheggberg,SO,CH
1457,Aetigkofen,Buchegg,Bezirk Bucheggberg,SO,CH
1458,Kyburg-Buchegg,Buchegg,Bezirk Bucheggberg,SO,CH
1459,Aetingen,Buchegg,Bezirk Bucheggberg,SO,CH
1460,Brittern,Buchegg,Bezirk Bucheggberg,SO,CH
1461,Bättwil,Bättwil,Bezirk Dorneck,SO,CH
1462,Büren SO,Büren (SO),Bezirk Dorneck,SO,CH
1463,Dornach,Dornach,Bezirk Dorneck,SO,CH
1464,Gempen,Gempen,Bezirk Dorneck,SO,CH
1465,Hochwald,Hochwald,Bezirk Dorneck,SO,CH
1466,Flüh,Hofstetten-Flüh,Bezirk Dorneck,SO,CH
1467,Hofstetten SO,Hofstetten-Flüh,Bezirk Dorneck,SO,CH
1468,Mariastein,Metzerlen-Mariastein,Bezirk Dorneck,SO,CH
1469,Metzerlen,Metzerlen-Mariastein,Bezirk Dorneck,SO,CH
1470,Nuglar,Nuglar-St. Pantaleon,Bezirk Dorneck,SO,CH
1471,St. Pantaleon,Nuglar-St. Pantaleon,Bezirk Dorneck,SO,CH
1472,Rodersdorf,Rodersdorf,Bezirk Dorneck,SO,CH
1473,Seewen SO,Seewen,Bezirk Dorneck,SO,CH
1474,Witterswil,Witterswil,Bezirk Dorneck,SO,CH
1475,Hauenstein,Hauenstein-Ifenthal,Bezirk Gösgen,SO,CH
1476,Kienberg,Kienberg,Bezirk Gösgen,SO,CH
1477,Lostorf,Lostorf,Bezirk Gösgen,SO,CH
1478,Niedergösgen,Niedergösgen,Bezirk Gösgen,SO,CH
1479,Obergösgen,Obergösgen,Bezirk Gösgen,SO,CH
1480,Stüsslingen,Stüsslingen,Bezirk Gösgen,SO,CH
1481,Rohr b. Olten,Stüsslingen,Bezirk Gösgen,SO,CH
1482,Trimbach,Trimbach,Bezirk Gösgen,SO,CH
1483,Winznau,Winznau,Bezirk Gösgen,SO,CH
1484,Wisen SO,Wisen (SO),Bezirk Gösgen,SO,CH
1485,Erlinsbach SO,Erlinsbach (SO),Bezirk Gösgen,SO,CH
1486,Aeschi SO,Aeschi (SO),Bezirk Wasseramt,SO,CH
1487,Burgäschi,Aeschi (SO),Bezirk Wasseramt,SO,CH
1488,Steinhof SO,Aeschi (SO),Bezirk Wasseramt,SO,CH
1489,Biberist,Biberist,Bezirk Wasseramt,SO,CH
1490,Bolken,Bolken,Bezirk Wasseramt,SO,CH
1491,Deitingen,Deitingen,Bezirk Wasseramt,SO,CH
1492,Derendingen,Derendingen,Bezirk Wasseramt,SO,CH
1493,Etziken,Etziken,Bezirk Wasseramt,SO,CH
1494,Gerlafingen,Gerlafingen,Bezirk Wasseramt,SO,CH
1495,Halten,Halten,Bezirk Wasseramt,SO,CH
1496,Horriwil,Horriwil,Bezirk Wasseramt,SO,CH
1497,Hüniken,Hüniken,Bezirk Wasseramt,SO,CH
1498,Kriegstetten,Kriegstetten,Bezirk Wasseramt,SO,CH
1499,Lohn-Ammannsegg,Lohn-Ammannsegg,Bezirk Wasseramt,SO,CH
1500,Luterbach,Luterbach,Bezirk Wasseramt,SO,CH
1501,Obergerlafingen,Obergerlafingen,Bezirk Wasseramt,SO,CH
1502,Oekingen,Oekingen,Bezirk Wasseramt,SO,CH
1503,Recherswil,Recherswil,Bezirk Wasseramt,SO,CH
1504,Subingen,Subingen,Bezirk Wasseramt,SO,CH
1505,Zuchwil,Zuchwil,Bezirk Wasseramt,SO,CH
1506,Hersiwil,Drei Höfe,Bezirk Wasseramt,SO,CH
1507,Heinrichswil,Drei Höfe,Bezirk Wasseramt,SO,CH
1508,Winistorf,Drei Höfe,Bezirk Wasseramt,SO,CH
1509,Balmberg,Balm bei Günsberg,Bezirk Lebern,SO,CH
1510,Oberbalmberg,Balm bei Günsberg,Bezirk Lebern,SO,CH
1511,Balm b. Günsberg,Balm bei Günsberg,Bezirk Lebern,SO,CH
1512,Bellach,Bellach,Bezirk Lebern,SO,CH
1513,Bettlach,Bettlach,Bezirk Lebern,SO,CH
1514,Feldbrunnen,Feldbrunnen-St. Niklaus,Bezirk Lebern,SO,CH
1515,Flumenthal,Flumenthal,Bezirk Lebern,SO,CH
1516,Grenchen,Grenchen,Bezirk Lebern,SO,CH
1517,Günsberg,Günsberg,Bezirk Lebern,SO,CH
1518,Hubersdorf,Hubersdorf,Bezirk Lebern,SO,CH
1519,Kammersrohr,Kammersrohr,Bezirk Lebern,SO,CH
1520,Langendorf,Langendorf,Bezirk Lebern,SO,CH
1521,Lommiswil,Lommiswil,Bezirk Lebern,SO,CH
1522,Oberdorf SO,Oberdorf (SO),Bezirk Lebern,SO,CH
1523,Weissenstein b. Solothurn,Oberdorf (SO),Bezirk Lebern,SO,CH
1524,Niederwil SO,Riedholz,Bezirk Lebern,SO,CH
1525,Riedholz,Riedholz,Bezirk Lebern,SO,CH
1526,Rüttenen,Rüttenen,Bezirk Lebern,SO,CH
1527,Selzach,Selzach,Bezirk Lebern,SO,CH
1528,Boningen,Boningen,Bezirk Olten,SO,CH
1529,Däniken SO,Däniken,Bezirk Olten,SO,CH
1530,Dulliken,Dulliken,Bezirk Olten,SO,CH
1531,Wöschnau,Eppenberg-Wöschnau,Bezirk Olten,SO,CH
1532,Eppenberg,Eppenberg-Wöschnau,Bezirk Olten,SO,CH
1533,Fulenbach,Fulenbach,Bezirk Olten,SO,CH
1534,Gretzenbach,Gretzenbach,Bezirk Olten,SO,CH
1535,Gunzgen,Gunzgen,Bezirk Olten,SO,CH
1536,Hägendorf,Hägendorf,Bezirk Olten,SO,CH
1537,Allerheiligenberg,Hägendorf,Bezirk Olten,SO,CH
1538,Kappel SO,Kappel (SO),Bezirk Olten,SO,CH
1539,Olten,Olten,Bezirk Olten,SO,CH
1540,Rickenbach SO,Rickenbach (SO),Bezirk Olten,SO,CH
1541,Schönenwerd,Schönenwerd,Bezirk Olten,SO,CH
1542,Starrkirch-Wil,Starrkirch-Wil,Bezirk Olten,SO,CH
1543,Walterswil SO,Walterswil (SO),Bezirk Olten,SO,CH
1544,Wangen b. Olten,Wangen bei Olten,Bezirk Olten,SO,CH
1545,Solothurn,Solothurn,Bezirk Solothurn,SO,CH
1546,Bärschwil,Bärschwil,Bezirk Thierstein,SO,CH
1547,Beinwil SO,Beinwil (SO),Bezirk Thierstein,SO,CH
1548,Breitenbach,Breitenbach,Bezirk Thierstein,SO,CH
1549,Büsserach,Büsserach,Bezirk Thierstein,SO,CH
1550,Erschwil,Erschwil,Bezirk Thierstein,SO,CH
1551,Fehren,Fehren,Bezirk Thierstein,SO,CH
1552,Grindel,Grindel,Bezirk Thierstein,SO,CH
1553,Himmelried,Himmelried,Bezirk Thierstein,SO,CH
1554,Kleinlützel,Kleinlützel,Bezirk Thierstein,SO,CH
1555,Meltingen,Meltingen,Bezirk Thierstein,SO,CH
1556,Nunningen,Nunningen,Bezirk Thierstein,SO,CH
1557,Zullwil,Zullwil,Bezirk Thierstein,SO,CH
1558,Basel,Basel,Kanton Basel-Stadt,BS,CH
1559,Bettingen,Bettingen,Kanton Basel-Stadt,BS,CH
1560,Riehen,Riehen,Kanton Basel-Stadt,BS,CH
1561,Aesch BL,Aesch (BL),Bezirk Arlesheim,BL,CH
1562,Allschwil,Allschwil,Bezirk Arlesheim,BL,CH
1563,Arlesheim,Arlesheim,Bezirk Arlesheim,BL,CH
1564,Biel-Benken BL,Biel-Benken,Bezirk Arlesheim,BL,CH
1565,Bruderholz,Binningen,Bezirk Arlesheim,BL,CH
1566,Binningen,Binningen,Bezirk Arlesheim,BL,CH
1567,Birsfelden,Birsfelden,Bezirk Arlesheim,BL,CH
1568,Bottmingen,Bottmingen,Bezirk Arlesheim,BL,CH
1569,Ettingen,Ettingen,Bezirk Arlesheim,BL,CH
1570,Münchenstein,Münchenstein,Bezirk Arlesheim,BL,CH
1571,Muttenz,Muttenz,Bezirk Arlesheim,BL,CH
1572,Oberwil BL,Oberwil (BL),Bezirk Arlesheim,BL,CH
1573,Pfeffingen,Pfeffingen,Bezirk Arlesheim,BL,CH
1574,Reinach BL,Reinach (BL),Bezirk Arlesheim,BL,CH
1575,Schönenbuch,Schönenbuch,Bezirk Arlesheim,BL,CH
1576,Therwil,Therwil,Bezirk Arlesheim,BL,CH
1577,Blauen,Blauen,Bezirk Laufen,BL,CH
1578,Brislach,Brislach,Bezirk Laufen,BL,CH
1579,Burg im Leimental,Burg im Leimental,Bezirk Laufen,BL,CH
1580,Dittingen,Dittingen,Bezirk Laufen,BL,CH
1581,Duggingen,Duggingen,Bezirk Laufen,BL,CH
1582,Grellingen,Grellingen,Bezirk Laufen,BL,CH
1583,Laufen,Laufen,Bezirk Laufen,BL,CH
1584,Liesberg,Liesberg,Bezirk Laufen,BL,CH
1585,Liesberg Dorf,Liesberg,Bezirk Laufen,BL,CH
1586,Nenzlingen,Nenzlingen,Bezirk Laufen,BL,CH
1587,Roggenburg,Roggenburg,Bezirk Laufen,BL,CH
1588,Röschenz,Röschenz,Bezirk Laufen,BL,CH
1589,Wahlen b. Laufen,Wahlen,Bezirk Laufen,BL,CH
1590,Zwingen,Zwingen,Bezirk Laufen,BL,CH
1591,Arisdorf,Arisdorf,Bezirk Liestal,BL,CH
1592,Augst BL,Augst,Bezirk Liestal,BL,CH
1593,Bubendorf,Bubendorf,Bezirk Liestal,BL,CH
1594,Frenkendorf,Frenkendorf,Bezirk Liestal,BL,CH
1595,Füllinsdorf,Füllinsdorf,Bezirk Liestal,BL,CH
1596,Giebenach,Giebenach,Bezirk Liestal,BL,CH
1597,Hersberg,Hersberg,Bezirk Liestal,BL,CH
1598,Lausen,Lausen,Bezirk Liestal,BL,CH
1599,Liestal,Liestal,Bezirk Liestal,BL,CH
1600,Lupsingen,Lupsingen,Bezirk Liestal,BL,CH
1601,Pratteln,Pratteln,Bezirk Liestal,BL,CH
1602,Ramlinsburg,Ramlinsburg,Bezirk Liestal,BL,CH
1603,Seltisberg,Seltisberg,Bezirk Liestal,BL,CH
1604,Ziefen,Ziefen,Bezirk Liestal,BL,CH
1605,Anwil,Anwil,Bezirk Sissach,BL,CH
1606,Böckten,Böckten,Bezirk Sissach,BL,CH
1607,Buckten,Buckten,Bezirk Sissach,BL,CH
1608,Buus,Buus,Bezirk Sissach,BL,CH
1609,Diepflingen,Diepflingen,Bezirk Sissach,BL,CH
1610,Gelterkinden,Gelterkinden,Bezirk Sissach,BL,CH
1611,Häfelfingen,Häfelfingen,Bezirk Sissach,BL,CH
1612,Hemmiken,Hemmiken,Bezirk Sissach,BL,CH
1613,Itingen,Itingen,Bezirk Sissach,BL,CH
1614,Känerkinden,Känerkinden,Bezirk Sissach,BL,CH
1615,Kilchberg BL,Kilchberg (BL),Bezirk Sissach,BL,CH
1616,Läufelfingen,Läufelfingen,Bezirk Sissach,BL,CH
1617,Maisprach,Maisprach,Bezirk Sissach,BL,CH
1618,Nusshof,Nusshof,Bezirk Sissach,BL,CH
1619,Oltingen,Oltingen,Bezirk Sissach,BL,CH
1620,Ormalingen,Ormalingen,Bezirk Sissach,BL,CH
1621,Rickenbach BL,Rickenbach (BL),Bezirk Sissach,BL,CH
1622,Rothenfluh,Rothenfluh,Bezirk Sissach,BL,CH
1623,Rümlingen,Rümlingen,Bezirk Sissach,BL,CH
1624,Rünenberg,Rünenberg,Bezirk Sissach,BL,CH
1625,Sissach,Sissach,Bezirk Sissach,BL,CH
1626,Tecknau,Tecknau,Bezirk Sissach,BL,CH
1627,Tenniken,Tenniken,Bezirk Sissach,BL,CH
1628,Thürnen,Thürnen,Bezirk Sissach,BL,CH
1629,Wenslingen,Wenslingen,Bezirk Sissach,BL,CH
1630,Wintersingen,Wintersingen,Bezirk Sissach,BL,CH
1631,Wittinsburg,Wittinsburg,Bezirk Sissach,BL,CH
1632,Zeglingen,Zeglingen,Bezirk Sissach,BL,CH
1633,Zunzgen,Zunzgen,Bezirk Sissach,BL,CH
1634,Arboldswil,Arboldswil,Bezirk Waldenburg,BL,CH
1635,Bennwil,Bennwil,Bezirk Waldenburg,BL,CH
1636,Bretzwil,Bretzwil,Bezirk Waldenburg,BL,CH
1637,Diegten,Diegten,Bezirk Waldenburg,BL,CH
1638,Eptingen,Eptingen,Bezirk Waldenburg,BL,CH
1639,Hölstein,Hölstein,Bezirk Waldenburg,BL,CH
1640,Lampenberg,Lampenberg,Bezirk Waldenburg,BL,CH
1641,Langenbruck,Langenbruck,Bezirk Waldenburg,BL,CH
1642,Lauwil,Lauwil,Bezirk Waldenburg,BL,CH
1643,Liedertswil,Liedertswil,Bezirk Waldenburg,BL,CH
1644,Niederdorf,Niederdorf,Bezirk Waldenburg,BL,CH
1645,Oberdorf BL,Oberdorf (BL),Bezirk Waldenburg,BL,CH
1646,Reigoldswil,Reigoldswil,Bezirk Waldenburg,BL,CH
1647,Titterten,Titterten,Bezirk Waldenburg,BL,CH
1648,Waldenburg,Waldenburg,Bezirk Waldenburg,BL,CH
1649,Gächlingen,Gächlingen,Bezirk Oberklettgau,SH,CH
1650,Löhningen,Löhningen,Bezirk Oberklettgau,SH,CH
1651,Neunkirch,Neunkirch,Bezirk Oberklettgau,SH,CH
1652,Büttenhardt,Büttenhardt,Bezirk Reiat,SH,CH
1653,Dörflingen,Dörflingen,Bezirk Reiat,SH,CH
1654,Lohn SH,Lohn (SH),Bezirk Reiat,SH,CH
1655,Stetten SH,Stetten (SH),Bezirk Reiat,SH,CH
1656,Opfertshofen SH,Thayngen,Bezirk Reiat,SH,CH
1657,Thayngen,Thayngen,Bezirk Reiat,SH,CH
1658,Barzheim,Thayngen,Bezirk Reiat,SH,CH
1659,Bibern SH,Thayngen,Bezirk Reiat,SH,CH
1660,Hofen SH,Thayngen,Bezirk Reiat,SH,CH
1661,Altdorf SH,Thayngen,Bezirk Reiat,SH,CH
1662,Bargen SH,Bargen (SH),Bezirk Schaffhausen,SH,CH
1663,Beringen,Beringen,Bezirk Schaffhausen,SH,CH
1664,Guntmadingen,Beringen,Bezirk Schaffhausen,SH,CH
1665,Buchberg,Buchberg,Bezirk Schaffhausen,SH,CH
1666,Merishausen,Merishausen,Bezirk Schaffhausen,SH,CH
1667,Neuhausen am Rheinfall,Neuhausen am Rheinfall,Bezirk Schaffhausen,SH,CH
1668,Rüdlingen,Rüdlingen,Bezirk Schaffhausen,SH,CH
1669,Schaffhausen,Schaffhausen,Bezirk Schaffhausen,SH,CH
1670,Hemmental,Schaffhausen,Bezirk Schaffhausen,SH,CH
1671,Beggingen,Beggingen,Bezirk Schleitheim,SH,CH
1672,Schleitheim,Schleitheim,Bezirk Schleitheim,SH,CH
1673,Siblingen,Siblingen,Bezirk Schleitheim,SH,CH
1674,Buch SH,Buch (SH),Bezirk Stein,SH,CH
1675,Hemishofen,Hemishofen,Bezirk Stein,SH,CH
1676,Ramsen,Ramsen,Bezirk Stein,SH,CH
1677,Stein am Rhein,Stein am Rhein,Bezirk Stein,SH,CH
1678,Hallau,Hallau,Bezirk Unterklettgau,SH,CH
1679,Oberhallau,Oberhallau,Bezirk Unterklettgau,SH,CH
1680,Trasadingen,Trasadingen,Bezirk Unterklettgau,SH,CH
1681,Wilchingen,Wilchingen,Bezirk Unterklettgau,SH,CH
1682,Osterfingen,Wilchingen,Bezirk Unterklettgau,SH,CH
1683,Herisau,Herisau,Bezirk Hinterland,AR,CH
1684,Schachen b. Herisau,Herisau,Bezirk Hinterland,AR,CH
1685,Hundwil,Hundwil,Bezirk Hinterland,AR,CH
1686,Schönengrund,Schönengrund,Bezirk Hinterland,AR,CH
1687,Schwellbrunn,Schwellbrunn,Bezirk Hinterland,AR,CH
